timestamp,nodeId,pktId,seqno,mcs
1678281963.457875,1,56260,2370,4
1678281963.457875,1,56261,2370,4
1678281963.457875,1,56262,2370,4
1678281963.457875,1,56263,2370,4
1678281963.457875,1,56264,2370,4
1678281963.457875,1,56265,2370,4
1678281963.457875,1,56266,2370,4
1678281963.457875,1,56267,2370,4
1678281963.457875,1,56268,2370,4
1678281963.457875,1,56269,2370,4
1678281963.469894,1,56270,2390,4
1678281963.469894,1,56271,2390,4
1678281963.469894,1,56272,2390,4
1678281963.469894,1,56273,2390,4
1678281963.469894,1,56274,2390,4
1678281963.469894,1,56275,2390,4
1678281963.469894,1,56276,2390,4
1678281963.469894,1,56277,2390,4
1678281963.469894,1,56278,2390,4
1678281963.469894,1,56279,2390,4
1678281963.470453,1,56280,2407,4
1678281963.470453,1,56281,2407,4
1678281963.470453,1,56282,2407,4
1678281963.470453,1,56283,2407,4
1678281963.470453,1,56284,2407,4
1678281963.470453,1,56285,2407,4
1678281963.470453,1,56286,2407,4
1678281963.470453,1,56287,2407,4
1678281963.470453,1,56288,2407,4
1678281963.470453,1,56289,2407,4
1678281963.493809,1,56310,2477,4
1678281963.493809,1,56311,2477,4
1678281963.493809,1,56312,2477,4
1678281963.493809,1,56313,2477,4
1678281963.493809,1,56314,2477,4
1678281963.493809,1,56315,2477,4
1678281963.493809,1,56316,2477,4
1678281963.493809,1,56317,2477,4
1678281963.493809,1,56318,2477,4
1678281963.493809,1,56319,2477,4
1678281963.494003,1,56320,2489,4
1678281963.494003,1,56321,2489,4
1678281963.494003,1,56322,2489,4
1678281963.494003,1,56323,2489,4
1678281963.494003,1,56324,2489,4
1678281963.494003,1,56325,2489,4
1678281963.494003,1,56326,2489,4
1678281963.494003,1,56327,2489,4
1678281963.494003,1,56328,2489,4
1678281963.494003,1,56329,2489,4
1678281963.505808,1,56330,2517,4
1678281963.505808,1,56331,2517,4
1678281963.505808,1,56332,2517,4
1678281963.505808,1,56333,2517,4
1678281963.505808,1,56334,2517,4
1678281963.505808,1,56335,2517,4
1678281963.505808,1,56336,2517,4
1678281963.505808,1,56337,2517,4
1678281963.505808,1,56338,2517,4
1678281963.505808,1,56339,2517,4
1678281963.506283,1,56340,2538,4
1678281963.506283,1,56341,2538,4
1678281963.506283,1,56342,2538,4
1678281963.506283,1,56343,2538,4
1678281963.506283,1,56344,2538,4
1678281963.506283,1,56345,2538,4
1678281963.506283,1,56346,2538,4
1678281963.506283,1,56347,2538,4
1678281963.506283,1,56348,2538,4
1678281963.506283,1,56349,2538,4
1678281963.517633,1,56350,2560,4
1678281963.517633,1,56351,2560,4
1678281963.517633,1,56352,2560,4
1678281963.517633,1,56353,2560,4
1678281963.517633,1,56354,2560,4
1678281963.517633,1,56355,2560,4
1678281963.517633,1,56356,2560,4
1678281963.517633,1,56357,2560,4
1678281963.517633,1,56358,2560,4
1678281963.517633,1,56359,2560,4
1678281963.533708,1,56360,2581,4
1678281963.533708,1,56361,2581,4
1678281963.533708,1,56362,2581,4
1678281963.533708,1,56363,2581,4
1678281963.533708,1,56364,2581,4
1678281963.533708,1,56365,2581,4
1678281963.533708,1,56366,2581,4
1678281963.533708,1,56367,2581,4
1678281963.533708,1,56368,2581,4
1678281963.533708,1,56369,2581,4
1678281963.534203,1,56370,2604,4
1678281963.534203,1,56371,2604,4
1678281963.534203,1,56372,2604,4
1678281963.534203,1,56373,2604,4
1678281963.534203,1,56374,2604,4
1678281963.534203,1,56375,2604,4
1678281963.534203,1,56376,2604,4
1678281963.534203,1,56377,2604,4
1678281963.534203,1,56378,2604,4
1678281963.534203,1,56379,2604,4
1678281963.541638,1,56380,2629,4
1678281963.541638,1,56381,2629,4
1678281963.541638,1,56382,2629,4
1678281963.541638,1,56383,2629,4
1678281963.541638,1,56384,2629,4
1678281963.541638,1,56385,2629,4
1678281963.541638,1,56386,2629,4
1678281963.541638,1,56387,2629,4
1678281963.541638,1,56388,2629,4
1678281963.541638,1,56389,2629,4
1678281963.541856,1,56390,2651,4
1678281963.541856,1,56391,2651,4
1678281963.541856,1,56392,2651,4
1678281963.541856,1,56393,2651,4
1678281963.541856,1,56394,2651,4
1678281963.541856,1,56395,2651,4
1678281963.541856,1,56396,2651,4
1678281963.541856,1,56397,2651,4
1678281963.541856,1,56398,2651,4
1678281963.541856,1,56399,2651,4
1678281963.553618,1,56400,2677,4
1678281963.553618,1,56401,2677,4
1678281963.553618,1,56402,2677,4
1678281963.553618,1,56403,2677,4
1678281963.553618,1,56404,2677,4
1678281963.553618,1,56405,2677,4
1678281963.553618,1,56406,2677,4
1678281963.553618,1,56407,2677,4
1678281963.553618,1,56408,2677,4
1678281963.553618,1,56409,2677,4
1678281963.553849,1,56410,2704,4
1678281963.553849,1,56411,2704,4
1678281963.553849,1,56412,2704,4
1678281963.553849,1,56413,2704,4
1678281963.553849,1,56414,2704,4
1678281963.553849,1,56415,2704,4
1678281963.553849,1,56416,2704,4
