timestamp,nodeId,pktId,seqno,mcs
1678263011.143495,1,859185,1145,5
1678263011.491488,1,859498,1458,5
1678263011.49154,1,859499,1459,5
1678263011.515489,1,859524,1484,5
1678263011.527486,1,859534,1494,5
1678263011.527507,1,859537,1497,5
1678263011.539485,1,859542,1502,5
1678263011.539505,1,859547,1507,5
1678263011.551467,1,859557,1517,5
1678263011.551486,1,859558,1518,5
1678263011.551492,1,859560,1520,5
1678263011.563469,1,859562,1522,5
1678263011.563488,1,859564,1524,5
1678263011.563494,1,859567,1527,5
1678263011.563498,1,859568,1528,5
1678263011.563502,1,859570,1530,5
1678263011.563506,1,859571,1531,5
1678263011.563511,1,859572,1532,5
1678263011.563515,1,859573,1533,5
1678263011.575493,1,859574,1534,5
1678263011.575513,1,859577,1537,5
1678263011.575519,1,859580,1540,5
1678263011.587483,1,859585,1545,5
1678263011.587502,1,859590,1550,5
1678263011.587508,1,859594,1554,5
1678263011.599483,1,859598,1558,5
1678263011.599505,1,859599,1559,5
1678263011.599513,1,859603,1563,5
1678263011.683502,1,859674,1634,5
1678263011.683536,1,859676,1636,5
1678263011.743484,1,859732,1692,5
1678263011.767485,1,859760,1720,5
1678263011.779483,1,859761,1721,5
1678263011.779507,1,859762,1722,5
1678263011.779515,1,859763,1723,5
1678263011.77952,1,859764,1724,5
1678263011.779525,1,859765,1725,5
1678263011.779529,1,859768,1728,5
1678263011.779533,1,859770,1730,5
1678263011.779537,1,859772,1732,5
1678263011.791501,1,859774,1734,5
1678263011.791524,1,859777,1737,5
1678263011.79153,1,859779,1739,5
1678263011.791534,1,859780,1740,5
1678263011.791538,1,859782,1742,5
1678263011.803488,1,859783,1743,5
1678263011.803508,1,859784,1744,5
1678263011.803513,1,859786,1746,5
1678263011.803517,1,859788,1748,5
1678263011.803522,1,859789,1749,5
1678263011.803526,1,859790,1750,5
1678263011.80353,1,859792,1752,5
1678263011.827502,1,859814,1774,5
1678263011.827536,1,859816,1776,5
1678263011.839497,1,859819,1779,5
1678263011.839519,1,859820,1780,5
1678263011.839525,1,859821,1781,5
1678263011.935504,1,859907,1867,5
1678263011.935539,1,859908,1868,5
1678263011.959491,1,859931,1891,5
1678263012.007488,1,859980,1940,5
1678263012.007511,1,859981,1941,5
1678263012.007519,1,859982,1942,5
1678263012.019469,1,859988,1948,5
1678263012.0195,1,859989,1949,5
1678263012.031476,1,859996,1956,5
1678263012.031493,1,860004,1964,5
1678263012.043474,1,860005,1965,5
1678263012.043489,1,860006,1966,5
1678263012.043498,1,860008,1968,5
1678263012.043505,1,860009,1969,5
1678263012.055475,1,860020,1980,5
1678263012.055492,1,860022,1982,5
1678263012.067474,1,860031,1991,5
1678263012.06749,1,860033,1993,5
1678263012.067498,1,860034,1994,5
1678263012.115475,1,860080,2040,5
1678263012.127475,1,860082,2042,5
1678263012.127492,1,860086,2046,5
1678263012.139474,1,860100,2060,5
1678263012.13949,1,860102,2062,5
1678263012.139498,1,860104,2064,5
1678263012.151473,1,860106,2066,5
1678263012.151496,1,860107,2067,5
1678263012.151504,1,860108,2068,5
1678263012.451475,1,860382,2342,5
1678263012.451527,1,860384,2344,5
