timestamp,nodeId,pktId,seqno
1678093254.161074,73,2116,-1
1678093254.164308,73,2117,-1
1678093254.166405,73,2118,-1
1678093254.169615,73,2119,-1
1678093254.171813,73,2120,-1
1678093254.175095,73,2121,-1
1678093254.17725,73,2122,-1
1678093254.180457,73,2123,-1
1678093254.18254,73,2124,-1
1678093254.185802,73,2125,-1
1678093254.187937,73,2126,-1
1678093254.19117,73,2127,-1
1678093254.19338,73,2128,-1
1678093254.196759,73,2129,-1
1678093254.200321,73,2130,-1
1678093254.202434,73,2131,-1
1678093254.205581,73,2132,-1
1678093254.2077,73,2133,-1
1678093254.2109,73,2134,-1
1678093254.213142,73,2135,-1
1678093254.216401,73,2136,-1
1678093254.218486,73,2137,-1
1678093254.22162,73,2138,-1
1678093254.223829,73,2139,-1
1678093254.226997,73,2140,-1
1678093254.229142,73,2141,-1
1678093254.232404,73,2142,-1
1678093254.234487,73,2143,-1
1678093254.237782,73,2144,-1
1678093254.239939,73,2145,-1
1678093254.24309,73,2146,-1
1678093254.245238,73,2147,-1
1678093254.248451,73,2148,-1
1678093254.250517,73,2149,-1
1678093254.253723,73,2150,-1
1678093254.257572,73,2151,-1
1678093254.259797,73,2152,-1
1678093254.263068,73,2153,-1
1678093254.265143,73,2154,-1
1678093254.268371,73,2155,-1
1678093254.270612,73,2156,-1
1678093254.27378,73,2157,-1
1678093254.275923,73,2158,-1
1678093254.279156,73,2159,-1
1678093254.281267,73,2160,-1
1678093254.284471,73,2161,-1
1678093254.286697,73,2162,-1
1678093254.289908,73,2163,-1
1678093254.292071,73,2164,-1
1678093254.295358,73,2165,-1
1678093254.297509,73,2166,-1
1678093254.300763,73,2167,-1
1678093254.3043,73,2168,-1
1678093254.307434,73,2169,-1
1678093254.309639,73,2170,-1
1678093254.312905,73,2171,-1
1678093254.315002,73,2172,-1
1678093254.31814,73,2173,-1
1678093254.320328,73,2174,-1
1678093254.323463,73,2175,-1
1678093254.325577,73,2176,-1
1678093254.32891,73,2177,-1
1678093254.330953,73,2178,-1
1678093254.334264,73,2179,-1
1678093254.336395,73,2180,-1
1678093254.339562,73,2181,-1
1678093254.341768,73,2182,-1
1678093254.344975,73,2183,-1
1678093254.34705,73,2184,-1
1678093254.350361,73,2185,-1
1678093254.352524,73,2186,-1
1678093254.355793,73,2187,-1
1678093254.35951,73,2188,-1
1678093254.36161,73,2189,-1
1678093254.364883,73,2190,-1
1678093254.367082,73,2191,-1
1678093254.370312,73,2192,-1
1678093254.37252,73,2193,-1
1678093254.375721,73,2194,-1
1678093254.377821,73,2195,-1
1678093254.381096,73,2196,-1
1678093254.383261,73,2197,-1
1678093254.386472,73,2198,-1
1678093254.388584,73,2199,-1
1678093254.391786,73,2200,-1
1678093254.393898,73,2201,-1
1678093254.397099,73,2202,-1
1678093254.399235,73,2203,-1
1678093254.402456,73,2204,-1
1678093254.406219,73,2205,-1
1678093254.408362,73,2206,-1
1678093254.411531,73,2207,-1
1678093254.41361,73,2208,-1
1678093254.416813,73,2209,-1
1678093254.419022,73,2210,-1
1678093254.422268,73,2211,-1
1678093254.424495,73,2212,-1
1678093254.427788,73,2213,-1
1678093254.429864,73,2214,-1
1678093254.433097,73,2215,-1
1678093254.435241,73,2216,-1
1678093254.438485,73,2217,-1
1678093254.440618,73,2218,-1
1678093254.443798,73,2219,-1
1678093254.445906,73,2220,-1
1678093254.449098,73,2221,-1
1678093254.451228,73,2222,-1
1678093254.45448,73,2223,-1
1678093254.456715,73,2224,-1
1678093254.460472,73,2225,-1
1678093254.462539,73,2226,-1
1678093254.465809,73,2227,-1
1678093254.467979,73,2228,-1
1678093254.471178,73,2229,-1
1678093254.47329,73,2230,-1
1678093254.476433,73,2231,-1
1678093254.478571,73,2232,-1
1678093254.481814,73,2233,-1
1678093254.483948,73,2234,-1
1678093254.487248,73,2235,-1
1678093254.489291,73,2236,-1
1678093254.492429,73,2237,-1
1678093254.494607,73,2238,-1
1678093254.497802,73,2239,-1
1678093254.500004,73,2240,-1
1678093254.503179,73,2241,-1
1678093254.505258,73,2242,-1
1678093254.509579,73,2243,-1
1678093254.511691,73,2244,-1
1678093254.514856,73,2245,-1
1678093254.517067,73,2246,-1
1678093254.52028,73,2247,-1
1678093254.522346,73,2248,-1
1678093254.525547,73,2249,-1
1678093254.527819,73,2250,-1
1678093254.531039,73,2251,-1
1678093254.533134,73,2252,-1
1678093254.536368,73,2253,-1
1678093254.538442,73,2254,-1
1678093254.541708,73,2255,-1
1678093254.543818,73,2256,-1
1678093254.547084,73,2257,-1
1678093254.549227,73,2258,-1
1678093254.552491,73,2259,-1
1678093254.554604,73,2260,-1
1678093254.557786,73,2261,-1
1678093254.559948,73,2262,-1
1678093254.563834,73,2263,-1
1678093254.565911,73,2264,-1
1678093254.569174,73,2265,-1
1678093254.57134,73,2266,-1
1678093254.574601,73,2267,-1
1678093254.576843,73,2268,-1
1678093254.580058,73,2269,-1
1678093254.582175,73,2270,-1
1678093254.585453,73,2271,-1
1678093254.587676,73,2272,-1
1678093254.590861,73,2273,-1
1678093254.593055,73,2274,-1
1678093254.596241,73,2275,-1
1678093254.598317,73,2276,-1
1678093254.601578,73,2277,-1
1678093254.603755,73,2278,-1
1678093254.606956,73,2279,-1
1678093254.609195,73,2280,-1
1678093254.612396,73,2281,-1
1678093254.614479,73,2282,-1
1678093254.617658,73,2283,-1
1678093254.619803,73,2284,-1
1678093254.623018,73,2285,-1
1678093254.625184,73,2286,-1
1678093254.628432,73,2287,-1
1678093254.630509,73,2288,-1
1678093254.633772,73,2289,-1
1678093254.635884,73,2290,-1
1678093254.639084,73,2291,-1
1678093254.641305,73,2292,-1
1678093254.644526,73,2293,-1
1678093254.646604,73,2294,-1
1678093254.649808,73,2295,-1
1678093254.651981,73,2296,-1
1678093254.655251,73,2297,-1
1678093254.657453,73,2298,-1
1678093254.660687,73,2299,-1
1678093254.662762,73,2300,-1
1678093254.666124,73,2301,-1
1678093254.669323,73,2302,-1
1678093254.67142,73,2303,-1
1678093254.67469,73,2304,-1
1678093254.676877,73,2305,-1
1678093254.680109,73,2306,-1
1678093254.682253,73,2307,-1
1678093254.685438,73,2308,-1
1678093254.687501,73,2309,-1
1678093254.690789,73,2310,-1
1678093254.692975,73,2311,-1
1678093254.696208,73,2312,-1
1678093254.698446,73,2313,-1
1678093254.701733,73,2314,-1
1678093254.703804,73,2315,-1
1678093254.707088,73,2316,-1
1678093254.709229,73,2317,-1
1678093254.711864,73,2318,-1
