,rate,ts,num,method
99,95.536128,1678094097.789235,1,baseline_uc
100,94.14144,1678094097.889235,1,baseline_uc
101,95.971968,1678094097.989235,1,baseline_uc
102,95.36179200000001,1678094098.089235,1,baseline_uc
103,94.57728,1678094098.189235,1,baseline_uc
104,90.741888,1678094098.289235,1,baseline_uc
105,91.78790400000001,1678094098.389235,1,baseline_uc
106,98.674176,1678094098.489235,1,baseline_uc
107,99.981696,1678094098.589235,1,baseline_uc
108,91.177728,1678094098.689235,1,baseline_uc
109,95.100288,1678094098.789235,1,baseline_uc
110,107.303808,1678094098.889235,1,baseline_uc
111,101.98656,1678094098.989235,1,baseline_uc
112,103.119744,1678094099.089235,1,baseline_uc
113,93.09542400000001,1678094099.189235,1,baseline_uc
114,61.36627200000001,1678094099.289235,1,baseline_uc
115,6.188928000000004,1678094099.389235,1,baseline_uc
116,14.644223999999994,1678094099.489235,1,baseline_uc
117,22.925184,1678094099.589235,1,baseline_uc
118,8.978303999999994,1678094099.689235,1,baseline_uc
119,15.515904000000006,1678094099.789235,1,baseline_uc
120,62.412288000000004,1678094099.889235,1,baseline_uc
121,67.729536,1678094099.989235,1,baseline_uc
122,54.828672,1678094100.089235,1,baseline_uc
123,85.25030400000001,1678094100.189235,1,baseline_uc
124,80.020224,1678094100.289235,1,baseline_uc
125,66.16051200000001,1678094100.389235,1,baseline_uc
126,78.79987200000001,1678094100.489235,1,baseline_uc
127,93.53126400000001,1678094100.589235,1,baseline_uc
128,105.03744,1678094100.689235,1,baseline_uc
129,97.105152,1678094100.789235,1,baseline_uc
130,95.01312000000001,1678094100.889235,1,baseline_uc
131,95.62329600000001,1678094100.989235,1,baseline_uc
132,94.05427200000001,1678094101.089235,1,baseline_uc
133,99.110016,1678094101.189235,1,baseline_uc
134,95.62329600000001,1678094101.289235,1,baseline_uc
135,97.453824,1678094101.389235,1,baseline_uc
136,94.925952,1678094101.489235,1,baseline_uc
137,89.78304000000001,1678094101.589235,1,baseline_uc
138,96.58214400000001,1678094101.689235,1,baseline_uc
139,96.05913600000001,1678094101.789235,1,baseline_uc
140,98.06400000000001,1678094101.889235,1,baseline_uc
141,92.310912,1678094101.989235,1,baseline_uc
142,98.412672,1678094102.089235,1,baseline_uc
143,89.52153600000001,1678094102.189235,1,baseline_uc
144,84.901632,1678094102.289235,1,baseline_uc
145,93.35692800000001,1678094102.389235,1,baseline_uc
146,86.29632000000001,1678094102.489235,1,baseline_uc
147,84.901632,1678094102.589235,1,baseline_uc
148,91.439232,1678094102.689235,1,baseline_uc
149,82.02508800000001,1678094102.789235,1,baseline_uc
150,83.15827200000001,1678094102.889235,1,baseline_uc
151,77.056512,1678094102.989235,1,baseline_uc
152,78.62553600000001,1678094103.089235,1,baseline_uc
153,85.94764800000002,1678094103.189235,1,baseline_uc
154,82.72243200000001,1678094103.289235,1,baseline_uc
155,89.78304000000001,1678094103.389235,1,baseline_uc
156,95.971968,1678094103.489235,1,baseline_uc
157,91.78790400000001,1678094103.589235,1,baseline_uc
158,95.44896,1678094103.689235,1,baseline_uc
159,98.412672,1678094103.789235,1,baseline_uc
160,100.504704,1678094103.889235,1,baseline_uc
161,101.725056,1678094103.989235,1,baseline_uc
162,100.940544,1678094104.089235,1,baseline_uc
163,93.618432,1678094104.189235,1,baseline_uc
164,99.28435200000001,1678094104.289235,1,baseline_uc
165,94.22860800000001,1678094104.389235,1,baseline_uc
166,94.57728,1678094104.489235,1,baseline_uc
167,97.453824,1678094104.589235,1,baseline_uc
168,89.172864,1678094104.689235,1,baseline_uc
169,92.659584,1678094104.789235,1,baseline_uc
170,101.202048,1678094104.889235,1,baseline_uc
171,92.04940800000001,1678094104.989235,1,baseline_uc
172,90.21888000000001,1678094105.089235,1,baseline_uc
173,83.768448,1678094105.189235,1,baseline_uc
174,87.69100800000001,1678094105.289235,1,baseline_uc
175,87.25516800000001,1678094105.389235,1,baseline_uc
176,81.76358400000001,1678094105.489235,1,baseline_uc
177,80.107392,1678094105.589235,1,baseline_uc
178,66.16051200000001,1678094105.689235,1,baseline_uc
179,80.368896,1678094105.789235,1,baseline_uc
180,86.55782400000001,1678094105.889235,1,baseline_uc
181,83.942784,1678094105.989235,1,baseline_uc
182,84.98880000000001,1678094106.089235,1,baseline_uc
183,71.652096,1678094106.189235,1,baseline_uc
184,71.12908800000001,1678094106.289235,1,baseline_uc
185,58.40256000000001,1678094106.389235,1,baseline_uc
186,75.40032000000001,1678094106.489235,1,baseline_uc
187,74.0928,1678094106.589235,1,baseline_uc
188,77.318016,1678094106.689235,1,baseline_uc
189,72.610944,1678094106.789235,1,baseline_uc
190,89.95737600000001,1678094106.889235,1,baseline_uc
191,103.55558400000001,1678094106.989235,1,baseline_uc
192,95.79763200000001,1678094107.089235,1,baseline_uc
193,98.32550400000001,1678094107.189235,1,baseline_uc
194,80.107392,1678094107.289235,1,baseline_uc
195,90.13171200000001,1678094107.389235,1,baseline_uc
196,87.69100800000001,1678094107.489235,1,baseline_uc
197,67.293696,1678094107.589235,1,baseline_uc
198,77.318016,1678094107.689235,1,baseline_uc
199,78.01536,1678094107.789235,1,baseline_uc
200,52.73664,1678094107.889235,1,baseline_uc
201,62.760960000000004,1678094107.989235,1,baseline_uc
202,64.32998400000001,1678094108.089235,1,baseline_uc
203,83.41977600000001,1678094108.189235,1,baseline_uc
204,65.463168,1678094108.289235,1,baseline_uc
205,77.753856,1678094108.389235,1,baseline_uc
206,84.02995200000001,1678094108.489235,1,baseline_uc
207,74.790144,1678094108.589235,1,baseline_uc
208,83.24544,1678094108.689235,1,baseline_uc
209,69.472896,1678094108.789235,1,baseline_uc
210,49.598592000000004,1678094108.889235,1,baseline_uc
211,10.634495999999999,1678094108.989235,1,baseline_uc
212,2.963712000000001,1678094109.089235,1,baseline_uc
213,15.690240000000003,1678094109.189235,1,baseline_uc
214,12.203519999999997,1678094109.289235,1,baseline_uc
215,18.305279999999996,1678094109.389235,1,baseline_uc
216,9.152640000000005,1678094109.489235,1,baseline_uc
217,14.20838400000001,1678094109.589235,1,baseline_uc
218,6.0145920000000075,1678094109.689235,1,baseline_uc
219,53.346816000000004,1678094109.789235,1,baseline_uc
220,63.545472,1678094109.889235,1,baseline_uc
221,51.341952000000006,1678094109.989235,1,baseline_uc
222,55.35168,1678094110.089235,1,baseline_uc
223,73.13395200000001,1678094110.189235,1,baseline_uc
224,80.63040000000001,1678094110.289235,1,baseline_uc
225,81.41491200000002,1678094110.389235,1,baseline_uc
226,64.678656,1678094110.489235,1,baseline_uc
227,92.83392,1678094110.589235,1,baseline_uc
228,88.21401600000002,1678094110.689235,1,baseline_uc
229,94.49011200000001,1678094110.789235,1,baseline_uc
230,93.53126400000001,1678094110.889235,1,baseline_uc
231,90.306048,1678094110.989235,1,baseline_uc
232,105.996288,1678094111.089235,1,baseline_uc
233,98.151168,1678094111.189235,1,baseline_uc
234,99.19718400000001,1678094111.289235,1,baseline_uc
235,101.11488000000001,1678094111.389235,1,baseline_uc
236,96.49497600000001,1678094111.489235,1,baseline_uc
237,88.03968,1678094111.589235,1,baseline_uc
238,99.458688,1678094111.689235,1,baseline_uc
239,98.412672,1678094111.789235,1,baseline_uc
240,91.875072,1678094111.889235,1,baseline_uc
241,102.335232,1678094111.989235,1,baseline_uc
242,94.925952,1678094112.089235,1,baseline_uc
243,94.57728,1678094112.189235,1,baseline_uc
244,92.04940800000001,1678094112.289235,1,baseline_uc
245,101.55072000000001,1678094112.389235,1,baseline_uc
246,94.402944,1678094112.489235,1,baseline_uc
247,100.67904,1678094112.589235,1,baseline_uc
248,97.54099200000002,1678094112.689235,1,baseline_uc
249,99.633024,1678094112.789235,1,baseline_uc
250,90.393216,1678094112.889235,1,baseline_uc
251,95.01312000000001,1678094112.989235,1,baseline_uc
252,95.187456,1678094113.089235,1,baseline_uc
253,93.182592,1678094113.189235,1,baseline_uc
254,97.453824,1678094113.289235,1,baseline_uc
255,90.65472,1678094113.389235,1,baseline_uc
256,99.19718400000001,1678094113.489235,1,baseline_uc
257,95.710464,1678094113.589235,1,baseline_uc
258,90.044544,1678094113.689235,1,baseline_uc
259,92.83392,1678094113.789235,1,baseline_uc
260,94.75161600000001,1678094113.889235,1,baseline_uc
261,98.32550400000001,1678094113.989235,1,baseline_uc
262,88.03968,1678094114.089235,1,baseline_uc
263,95.01312000000001,1678094114.189235,1,baseline_uc
264,97.54099200000002,1678094114.289235,1,baseline_uc
265,101.899392,1678094114.389235,1,baseline_uc
266,93.7056,1678094114.489235,1,baseline_uc
267,99.19718400000001,1678094114.589235,1,baseline_uc
268,95.36179200000001,1678094114.689235,1,baseline_uc
269,98.93568,1678094114.789235,1,baseline_uc
270,91.09056000000001,1678094114.889235,1,baseline_uc
271,90.13171200000001,1678094114.989235,1,baseline_uc
272,105.47328,1678094115.089235,1,baseline_uc
273,96.669312,1678094115.189235,1,baseline_uc
274,94.925952,1678094115.289235,1,baseline_uc
275,93.53126400000001,1678094115.389235,1,baseline_uc
276,93.967104,1678094115.489235,1,baseline_uc
277,95.79763200000001,1678094115.589235,1,baseline_uc
278,100.15603200000001,1678094115.689235,1,baseline_uc
279,90.306048,1678094115.789235,1,baseline_uc
280,93.967104,1678094115.889235,1,baseline_uc
281,90.741888,1678094115.989235,1,baseline_uc
282,97.105152,1678094116.089235,1,baseline_uc
283,94.22860800000001,1678094116.189235,1,baseline_uc
284,94.31577600000001,1678094116.289235,1,baseline_uc
285,98.412672,1678094116.389235,1,baseline_uc
286,99.19718400000001,1678094116.489235,1,baseline_uc
287,91.78790400000001,1678094116.589235,1,baseline_uc
288,97.366656,1678094116.689235,1,baseline_uc
289,99.89452800000001,1678094116.789235,1,baseline_uc
290,99.37152,1678094116.889235,1,baseline_uc
291,97.976832,1678094116.989235,1,baseline_uc
292,93.008256,1678094117.089235,1,baseline_uc
293,93.008256,1678094117.189235,1,baseline_uc
294,96.233472,1678094117.289235,1,baseline_uc
295,98.58700800000001,1678094117.389235,1,baseline_uc
296,92.22374400000001,1678094117.489235,1,baseline_uc
297,93.967104,1678094117.589235,1,baseline_uc
298,92.572416,1678094117.689235,1,baseline_uc
299,97.19232,1678094117.789235,1,baseline_uc
300,92.310912,1678094117.889235,1,baseline_uc
301,93.79276800000001,1678094117.989235,1,baseline_uc
302,99.110016,1678094118.089235,1,baseline_uc
303,105.298944,1678094118.189235,1,baseline_uc
304,92.48524800000001,1678094118.289235,1,baseline_uc
305,100.85337600000001,1678094118.389235,1,baseline_uc
306,94.75161600000001,1678094118.489235,1,baseline_uc
307,99.28435200000001,1678094118.589235,1,baseline_uc
308,93.26976,1678094118.689235,1,baseline_uc
309,100.940544,1678094118.789235,1,baseline_uc
310,88.99852800000001,1678094118.889235,1,baseline_uc
311,92.74675200000001,1678094118.989235,1,baseline_uc
312,98.32550400000001,1678094119.089235,1,baseline_uc
313,100.2432,1678094119.189235,1,baseline_uc
314,101.02771200000001,1678094119.289235,1,baseline_uc
315,91.700736,1678094119.389235,1,baseline_uc
316,99.720192,1678094119.489235,1,baseline_uc
317,102.68390400000001,1678094119.589235,1,baseline_uc
318,104.252928,1678094119.689235,1,baseline_uc
319,95.274624,1678094119.789235,1,baseline_uc
320,99.458688,1678094119.889235,1,baseline_uc
321,92.83392,1678094119.989235,1,baseline_uc
322,96.843648,1678094120.089235,1,baseline_uc
323,99.80736000000002,1678094120.189235,1,baseline_uc
324,96.407808,1678094120.289235,1,baseline_uc
325,90.13171200000001,1678094120.389235,1,baseline_uc
326,98.412672,1678094120.489235,1,baseline_uc
327,97.88966400000001,1678094120.589235,1,baseline_uc
328,98.238336,1678094120.689235,1,baseline_uc
329,98.76134400000001,1678094120.789235,1,baseline_uc
330,92.22374400000001,1678094120.889235,1,baseline_uc
331,97.802496,1678094120.989235,1,baseline_uc
332,101.376384,1678094121.089235,1,baseline_uc
333,91.78790400000001,1678094121.189235,1,baseline_uc
334,93.444096,1678094121.289235,1,baseline_uc
335,96.669312,1678094121.389235,1,baseline_uc
336,96.75648000000001,1678094121.489235,1,baseline_uc
337,93.444096,1678094121.589235,1,baseline_uc
338,99.19718400000001,1678094121.689235,1,baseline_uc
339,92.74675200000001,1678094121.789235,1,baseline_uc
340,85.16313600000001,1678094121.889235,1,baseline_uc
341,90.48038400000002,1678094121.989235,1,baseline_uc
342,90.13171200000001,1678094122.089235,1,baseline_uc
343,92.04940800000001,1678094122.189235,1,baseline_uc
344,93.008256,1678094122.289235,1,baseline_uc
345,93.618432,1678094122.389235,1,baseline_uc
346,95.187456,1678094122.489235,1,baseline_uc
347,97.105152,1678094122.589235,1,baseline_uc
348,93.008256,1678094122.689235,1,baseline_uc
349,98.49984,1678094122.789235,1,baseline_uc
350,102.16089600000001,1678094122.889235,1,baseline_uc
351,93.53126400000001,1678094122.989235,1,baseline_uc
352,86.29632000000001,1678094123.089235,1,baseline_uc
353,99.458688,1678094123.189235,1,baseline_uc
354,104.775936,1678094123.289235,1,baseline_uc
355,97.19232,1678094123.389235,1,baseline_uc
356,92.136576,1678094123.489235,1,baseline_uc
357,97.715328,1678094123.589235,1,baseline_uc
358,96.669312,1678094123.689235,1,baseline_uc
359,93.53126400000001,1678094123.789235,1,baseline_uc
360,93.79276800000001,1678094123.889235,1,baseline_uc
361,88.21401600000002,1678094123.989235,1,baseline_uc
362,100.504704,1678094124.089235,1,baseline_uc
363,83.071104,1678094124.189235,1,baseline_uc
364,73.482624,1678094124.289235,1,baseline_uc
365,133.89825664573988,1678097409.500137,2,baseline_uc
366,68.52225664573996,1678097409.600137,2,baseline_uc
367,64.1638566457399,1678097409.7001371,2,baseline_uc
368,50.21697664573988,1678097409.800137,2,baseline_uc
369,70.26561664573993,1678097409.9001372,2,baseline_uc
370,57.19041664573996,1678097410.000137,2,baseline_uc
371,39.75681664573993,1678097410.100137,2,baseline_uc
372,42.37185664573988,1678097410.2001371,2,baseline_uc
373,88.57089664573994,1678097410.300137,2,baseline_uc
374,94.67265664573996,1678097410.4001372,2,baseline_uc
375,3.1462566457399106,1678097410.500137,2,baseline_uc
376,140.0000166457399,1678097410.600137,2,baseline_uc
377,35.39841664573994,1678097410.7001371,2,baseline_uc
378,92.05761664573994,1678097410.800137,2,baseline_uc
379,1.4028966457399434,1678097410.9001372,2,baseline_uc
380,65.03553664573988,1678097411.000137,2,baseline_uc
381,38.013456645739964,1678097411.100137,2,baseline_uc
382,76.36737664573988,1678097411.2001371,2,baseline_uc
383,80.72577664573994,1678097411.300137,2,baseline_uc
384,47.601936645739926,1678097411.4001372,2,baseline_uc
385,69.39393664573994,1678097411.500137,2,baseline_uc
386,15.349776645739965,1678097411.600137,2,baseline_uc
387,133.02657664573988,1678097411.7001371,2,baseline_uc
388,33.655056645739904,1678097411.800137,2,baseline_uc
389,126.05313664573994,1678097411.9001372,2,baseline_uc
390,40.628496645739915,1678097412.000137,2,baseline_uc
391,79.85409664573996,1678097412.100137,2,baseline_uc
392,31.040016645739883,1678097412.2001371,2,baseline_uc
393,40.628496645739915,1678097412.300137,2,baseline_uc
394,63.292176645739914,1678097412.4001372,2,baseline_uc
395,74.62401664573991,1678097412.500137,2,baseline_uc
396,12.734736645739943,1678097412.600137,2,baseline_uc
397,134.7699366457399,1678097412.7001371,2,baseline_uc
398,31.911696645739937,1678097412.800137,2,baseline_uc
399,162.6636966457399,1678097412.9001372,2,baseline_uc
400,-26.4908633542601,1678097413.000137,2,baseline_uc
401,61.548816645739876,1678097413.100137,2,baseline_uc
402,65.90721664573994,1678097413.2001371,2,baseline_uc
403,32.78337664573992,1678097413.300137,2,baseline_uc
404,109.4912166457399,1678097413.4001372,2,baseline_uc
405,44.986896645739904,1678097413.500137,2,baseline_uc
406,46.73025664573994,1678097413.600137,2,baseline_uc
407,78.9824166457399,1678097413.7001371,2,baseline_uc
408,42.37185664573988,1678097413.800137,2,baseline_uc
409,24.066576645739943,1678097413.9001372,2,baseline_uc
410,31.911696645739937,1678097414.000137,2,baseline_uc
411,43.24353664573994,1678097414.100137,2,baseline_uc
412,70.26561664573993,1678097414.2001371,2,baseline_uc
413,95.54433664573988,1678097414.300137,2,baseline_uc
414,44.986896645739904,1678097414.4001372,2,baseline_uc
415,35.39841664573994,1678097414.500137,2,baseline_uc
416,59.80545664573991,1678097414.600137,2,baseline_uc
417,100.77441664573992,1678097414.7001371,2,baseline_uc
418,-83.1500633542601,1678097414.800137,2,baseline_uc
419,59.80545664573991,1678097414.9001372,2,baseline_uc
420,87.69921664573988,1678097415.000137,2,baseline_uc
421,41.5001766457399,1678097415.100137,2,baseline_uc
422,126.05313664573994,1678097415.2001371,2,baseline_uc
423,29.296656645739915,1678097415.300137,2,baseline_uc
424,72.00897664573996,1678097415.4001372,2,baseline_uc
425,66.77889664573992,1678097415.500137,2,baseline_uc
426,72.00897664573996,1678097415.600137,2,baseline_uc
427,-26.4908633542601,1678097415.7001371,2,baseline_uc
428,71.13729664573991,1678097415.800137,2,baseline_uc
429,114.72129664573994,1678097415.9001372,2,baseline_uc
430,32.78337664573992,1678097416.000137,2,baseline_uc
431,55.44705664573992,1678097416.100137,2,baseline_uc
432,52.8320166457399,1678097416.2001371,2,baseline_uc
433,71.13729664573991,1678097416.300137,2,baseline_uc
434,106.00449664573996,1678097416.4001372,2,baseline_uc
435,68.52225664573996,1678097416.500137,2,baseline_uc
436,10.991376645739905,1678097416.600137,2,baseline_uc
437,45.85857664573996,1678097416.7001371,2,baseline_uc
438,69.39393664573994,1678097416.800137,2,baseline_uc
439,98.1593766457399,1678097416.9001372,2,baseline_uc
440,62.42049664573993,1678097417.000137,2,baseline_uc
441,72.00897664573996,1678097417.100137,2,baseline_uc
442,64.1638566457399,1678097417.2001371,2,baseline_uc
443,49.345296645739964,1678097417.300137,2,baseline_uc
444,17.964816645739916,1678097417.4001372,2,baseline_uc
445,85.08417664573993,1678097417.500137,2,baseline_uc
446,123.43809664573992,1678097417.600137,2,baseline_uc
447,45.85857664573996,1678097417.7001371,2,baseline_uc
448,-9.057263354260073,1678097417.800137,2,baseline_uc
449,66.77889664573992,1678097417.9001372,2,baseline_uc
450,106.87617664573987,1678097418.000137,2,baseline_uc
451,118.20801664573987,1678097418.100137,2,baseline_uc
452,-2.083823354260062,1678097418.2001371,2,baseline_uc
453,38.013456645739964,1678097418.300137,2,baseline_uc
454,25.80993664573991,1678097418.4001372,2,baseline_uc
455,9.248016645739938,1678097418.500137,2,baseline_uc
456,-25.619183354260116,1678097418.600137,2,baseline_uc
457,161.79201664573992,1678097418.7001371,2,baseline_uc
458,98.1593766457399,1678097418.800137,2,baseline_uc
459,60.677136645739964,1678097418.9001372,2,baseline_uc
460,105.13281664573991,1678097419.000137,2,baseline_uc
461,146.97345664574,1678097419.100137,2,baseline_uc
462,44.11521664573992,1678097419.2001371,2,baseline_uc
463,118.20801664573987,1678097419.300137,2,baseline_uc
464,-13.415663354260062,1678097419.4001372,2,baseline_uc
465,-57.87134335426015,1678097419.500137,2,baseline_uc
466,31.040016645739883,1678097419.600137,2,baseline_uc
467,-62.229743354260066,1678097419.7001371,2,baseline_uc
468,1.4028966457399434,1678097419.800137,2,baseline_uc
469,124.30977664573997,1678097419.9001372,2,baseline_uc
470,36.270096645739926,1678097420.000137,2,baseline_uc
471,51.08865664573993,1678097420.100137,2,baseline_uc
472,77.23905664573994,1678097420.2001371,2,baseline_uc
473,55.44705664573992,1678097420.300137,2,baseline_uc
474,75.4956966457399,1678097420.4001372,2,baseline_uc
475,53.70369664573988,1678097420.500137,2,baseline_uc
476,22.323216645739905,1678097420.600137,2,baseline_uc
477,-36.951023354260116,1678097420.7001371,2,baseline_uc
478,-9.928943354260127,1678097420.800137,2,baseline_uc
479,18.8364966457399,1678097420.9001372,2,baseline_uc
480,53.70369664573988,1678097421.000137,2,baseline_uc
481,106.00449664573996,1678097421.100137,2,baseline_uc
482,92.05761664573994,1678097421.2001371,2,baseline_uc
483,27.553296645739877,1678097421.300137,2,baseline_uc
484,78.9824166457399,1678097421.4001372,2,baseline_uc
485,90.3142566457399,1678097421.500137,2,baseline_uc
486,50.21697664573988,1678097421.600137,2,baseline_uc
487,83.34081664573996,1678097421.7001371,2,baseline_uc
488,49.345296645739964,1678097421.800137,2,baseline_uc
489,51.960336645739915,1678097421.9001372,2,baseline_uc
490,-15.1590233542601,1678097422.000137,2,baseline_uc
491,-5.570543354260067,1678097422.100137,2,baseline_uc
492,-9.928943354260127,1678097422.2001371,2,baseline_uc
493,119.95137664573991,1678097422.300137,2,baseline_uc
494,112.10625664573992,1678097422.4001372,2,baseline_uc
495,63.292176645739914,1678097422.500137,2,baseline_uc
496,124.30977664573997,1678097422.600137,2,baseline_uc
497,69.39393664573994,1678097422.7001371,2,baseline_uc
498,167.89377664573993,1678097422.800137,2,baseline_uc
499,15.349776645739965,1678097422.9001372,2,baseline_uc
500,19.708176645739883,1678097423.000137,2,baseline_uc
501,64.1638566457399,1678097423.100137,2,baseline_uc
502,-0.3404633542600948,1678097423.2001371,2,baseline_uc
503,19.708176645739883,1678097423.300137,2,baseline_uc
504,73.75233664573993,1678097423.4001372,2,baseline_uc
505,36.270096645739926,1678097423.500137,2,baseline_uc
506,-40.43774335426012,1678097423.600137,2,baseline_uc
507,50.21697664573988,1678097423.7001371,2,baseline_uc
508,158.3052966457399,1678097423.800137,2,baseline_uc
509,110.36289664573988,1678097423.9001372,2,baseline_uc
510,83.34081664573996,1678097424.000137,2,baseline_uc
511,77.23905664573994,1678097424.100137,2,baseline_uc
512,87.69921664573988,1678097424.2001371,2,baseline_uc
513,54.57537664573994,1678097424.300137,2,baseline_uc
514,10.119696645739921,1678097424.4001372,2,baseline_uc
515,-36.07934335426006,1678097424.500137,2,baseline_uc
516,69.39393664573994,1678097424.600137,2,baseline_uc
517,58.933776645739925,1678097424.7001371,2,baseline_uc
518,25.80993664573991,1678097424.800137,2,baseline_uc
519,39.75681664573993,1678097424.9001372,2,baseline_uc
520,-4.698863354260084,1678097425.000137,2,baseline_uc
521,57.19041664573996,1678097425.100137,2,baseline_uc
522,132.15489664573988,1678097425.2001371,2,baseline_uc
523,53.70369664573988,1678097425.300137,2,baseline_uc
524,76.36737664573988,1678097425.4001372,2,baseline_uc
525,72.00897664573996,1678097425.500137,2,baseline_uc
526,140.0000166457399,1678097425.600137,2,baseline_uc
527,98.1593766457399,1678097425.7001371,2,baseline_uc
528,17.964816645739916,1678097425.800137,2,baseline_uc
529,26.681616645739965,1678097425.9001372,2,baseline_uc
530,-37.8227033542601,1678097426.000137,2,baseline_uc
531,-51.76958335426012,1678097426.100137,2,baseline_uc
532,-32.59262335426013,1678097426.2001371,2,baseline_uc
533,29.296656645739915,1678097426.300137,2,baseline_uc
534,-26.4908633542601,1678097426.4001372,2,baseline_uc
535,-28.234223354260067,1678097426.500137,2,baseline_uc
